price,bathrooms,grade,sqft_above,sqft_living15,zipcode,zip_encoder,grade2,zip_encoder2
650000.0,2.5,8,1880,2110,98177,54,64,2916
449500.0,2.0,7,960,2010,98133,22,49,484
400000.0,1.75,7,1470,1790,98034,37,49,1369
89950.0,1.0,5,570,890,98146,20,25,400
158800.0,1.0,6,960,1110,98146,20,36,400
870000.0,3.0,9,2220,2240,98136,39,81,1521
196000.0,1.5,6,1000,1610,98001,4,36,16
850000.0,1.75,8,1340,2280,98199,59,64,3481
775000.0,2.5,9,3310,3010,98052,52,81,2704
483500.0,2.5,8,1670,1670,98027,47,64,2209
387000.0,1.5,7,1620,1600,98019,28,49,784
900000.0,3.0,10,2990,1750,98155,26,100,676
336000.0,1.5,7,1240,1050,98106,16,49,256
415000.0,1.0,6,670,1240,98118,23,36,529
380000.0,0.0,8,1470,1470,98133,22,64,484
350000.0,1.5,6,1320,1350,98112,67,36,4489
1320000.0,5.25,11,6110,4190,98059,36,121,1296
765000.0,1.75,8,1320,2530,98199,59,64,3481
527000.0,2.5,8,2900,2900,98059,36,64,1296
524000.0,2.75,8,1480,1100,98118,23,64,529
448000.0,1.0,6,890,1300,98115,50,36,2500
775000.0,3.25,9,2500,3770,98072,40,81,1600
176500.0,1.0,5,930,930,98032,3,25,9
750000.0,2.25,8,1620,2210,98146,20,64,400
1265000.0,2.25,8,1730,2370,98112,67,64,4489
250000.0,1.0,7,1480,1480,98146,20,49,400
759000.0,2.75,8,1960,2440,98122,51,64,2601
640000.0,2.0,7,1470,1700,98199,59,49,3481
990000.0,3.25,8,2100,2370,98115,50,64,2500
395000.0,1.75,7,980,1290,98125,33,49,1089
275000.0,1.5,7,890,1160,98133,22,49,484
390000.0,2.5,8,1910,2460,98059,36,64,1296
752500.0,2.75,8,1710,1670,98107,42,64,1764
450000.0,1.0,6,1020,1490,98107,42,36,1764
473000.0,1.0,7,900,1400,98117,41,49,1681
178500.0,1.75,7,1120,1250,98045,29,49,841
485000.0,2.5,8,2340,2700,98038,21,64,441
215000.0,1.5,7,780,1440,98023,6,49,36
589000.0,1.75,7,1060,1840,98116,49,49,2401
325000.0,1.75,6,1370,1650,98028,31,36,961
580000.0,2.5,8,1590,1620,98116,49,64,2401
181100.0,1.75,7,1850,1460,98198,11,49,121
345000.0,2.0,7,830,1540,98199,59,49,3481
781000.0,1.75,8,1460,2250,98125,33,64,1089
402500.0,1.0,7,1270,1420,98122,51,49,2601
426000.0,1.5,7,1080,1220,98106,16,49,256
389000.0,2.5,7,1720,2220,98065,38,49,1444
670000.0,3.0,8,2620,3660,98027,47,64,2209
1506000.0,3.25,10,3360,3240,98112,67,100,4489
288400.0,2.25,7,1870,1620,98056,24,49,576
700000.0,2.0,7,1510,1520,98103,44,49,1936
830000.0,3.0,8,1220,1400,98199,59,64,3481
1899000.0,2.75,12,3690,2310,98166,32,144,1024
350500.0,1.0,7,1450,1240,98115,50,49,2500
431000.0,1.75,7,1630,1600,98166,32,49,1024
485000.0,2.5,8,1340,1970,98177,54,64,2916
780000.0,1.5,8,1620,2440,98117,41,64,1681
720000.0,1.5,8,1340,1880,98136,39,64,1521
415000.0,1.0,7,1360,2040,98072,40,49,1600
480000.0,1.0,7,1040,1280,98117,41,49,1681
452250.0,2.25,7,1560,2440,98028,31,49,961
316000.0,2.5,8,2550,1840,98023,6,64,36
700000.0,1.0,6,1160,1510,98178,13,36,169
285000.0,2.0,7,780,1510,98118,23,49,529
575000.0,1.75,7,860,1720,98115,50,49,2500
590000.0,2.25,8,1580,2500,98166,32,64,1024
587500.0,1.75,8,1600,2170,98166,32,64,1024
364000.0,2.25,8,1750,1750,98155,26,64,676
490000.0,2.5,8,1890,2080,98074,57,64,3249
410000.0,2.25,8,1360,2730,98027,47,64,2209
520000.0,2.5,9,2160,2160,98029,46,81,2116
389000.0,1.0,7,1380,1610,98133,22,49,484
450000.0,1.0,7,1180,1600,98119,62,49,3844
325000.0,2.5,7,2550,2550,98031,10,49,100
660000.0,1.0,7,1070,1400,98103,44,49,1936
850000.0,2.25,10,2250,1310,98136,39,100,1521
285000.0,2.5,7,1940,1860,98042,14,49,196
395000.0,1.0,7,870,1570,98107,42,49,1764
440000.0,2.0,7,1550,1550,98103,44,49,1936
249000.0,1.75,6,1400,2320,98056,24,36,576
635000.0,1.75,8,1210,2020,98105,64,64,4096
515000.0,2.5,9,3430,2460,98001,4,81,16
1400000.0,3.25,9,3020,3020,98112,67,81,4489
200000.0,1.0,6,950,1620,98166,32,36,1024
1135000.0,2.75,9,1970,2120,98136,39,81,1521
445000.0,1.0,6,780,1560,98126,27,36,729
555000.0,1.5,7,1640,1660,98117,41,49,1681
537000.0,2.0,7,860,1280,98116,49,49,2401
315000.0,1.75,7,1480,1480,98055,12,49,144
805000.0,2.5,9,3320,3060,98075,58,81,3364
414000.0,2.5,8,3490,2540,98023,6,64,36
375000.0,1.5,7,1160,1458,98144,45,49,2025
401000.0,1.75,8,1780,2040,98125,33,64,1089
210000.0,1.0,7,1030,1730,98198,11,49,121
365000.0,1.0,7,780,1430,98115,50,49,2500
178000.0,1.5,7,1990,1860,98178,13,49,169
710000.0,1.0,7,1040,1310,98112,67,49,4489
255000.0,1.0,6,810,1440,98146,20,36,400
528000.0,2.25,8,1700,2620,98077,56,64,3136
537000.0,4.25,10,3859,3736,98092,17,100,289
442000.0,1.5,7,1010,1520,98116,49,49,2401
375000.0,1.75,7,1370,1430,98014,30,49,900
637250.0,2.5,9,2120,2120,98052,52,81,2704
427500.0,1.75,7,1240,1640,98136,39,49,1521
700000.0,2.5,8,2770,2650,98053,55,64,3025
680000.0,1.75,7,1080,2060,98116,49,49,2401
393820.0,2.0,7,1170,1360,98115,50,49,2500
525000.0,2.75,7,1350,1500,98108,19,49,361
505000.0,1.75,7,1110,1510,98117,41,49,1681
555565.0,2.0,7,1670,2210,98033,60,49,3600
650000.0,1.75,7,1240,3110,98177,54,49,2916
632500.0,3.25,8,2760,2820,98065,38,64,1444
269000.0,2.5,7,1440,1890,98038,21,49,441
405000.0,2.75,7,1390,2160,98034,37,49,1369
845000.0,3.5,10,3460,3350,98077,56,100,3136
234000.0,1.0,7,1750,1400,98032,3,49,9
638000.0,1.75,7,1470,1480,98107,42,49,1764
290000.0,1.75,7,1060,1180,98045,29,49,841
262000.0,0.75,3,520,1340,98022,15,9,225
270000.0,2.5,8,2350,3010,98042,14,64,196
875000.0,2.25,9,2240,1780,98117,41,81,1681
299000.0,2.25,8,1920,2170,98032,3,64,9
551000.0,1.0,7,1580,1580,98027,47,49,2209
350000.0,2.75,7,2360,2570,98166,32,49,1024
1901000.0,2.5,10,2660,2660,98004,69,100,4761
511718.0,1.75,6,850,1690,98117,41,36,1681
965000.0,3.25,9,3710,3140,98027,47,81,2209
475000.0,2.25,7,2680,2460,98011,35,49,1225
1062000.0,2.75,8,1840,1600,98117,41,64,1681
252000.0,1.0,6,940,1370,98070,34,36,1156
580000.0,2.5,8,1798,1894,98166,32,64,1024
374950.0,2.25,8,1000,1260,98144,45,64,2025
739000.0,4.0,9,2600,3380,98056,24,81,576
271000.0,1.75,7,910,1730,98031,10,49,100
230000.0,1.0,6,930,1370,98168,2,36,4
210000.0,2.25,7,1070,1430,98023,6,49,36
350000.0,2.75,7,1650,1320,98166,32,49,1024
491500.0,2.25,7,1110,2190,98034,37,49,1369
325000.0,2.5,7,1250,1380,98045,29,49,841
190000.0,2.0,7,1320,1420,98038,21,49,441
658600.0,2.0,7,1400,1400,98117,41,49,1681
299950.0,1.5,7,1300,2000,98168,2,49,4
464000.0,2.0,6,1200,1330,98122,51,36,2601
308000.0,1.0,6,1640,1500,98168,2,36,4
625000.0,1.0,6,1020,1870,98033,60,36,3600
240000.0,1.75,7,1080,1280,98032,3,49,9
530000.0,2.5,9,2940,2890,98042,14,81,196
1000000.0,4.5,8,2120,2870,98006,63,64,3969
439000.0,1.0,7,790,1580,98122,51,49,2601
575000.0,1.75,6,1010,1440,98133,22,36,484
418000.0,1.75,7,1530,1580,98155,26,49,676
1208000.0,3.75,9,2940,2340,98004,69,81,4761
1100000.0,3.75,9,2130,1900,98119,62,81,3844
1900000.0,3.75,10,3150,2510,98112,67,100,4489
580000.0,2.5,9,2180,2630,98072,40,81,1600
380000.0,1.0,7,840,1930,98126,27,49,729
256000.0,1.0,5,880,980,98055,12,25,144
349950.0,1.0,8,1400,1400,98125,33,64,1089
691500.0,2.5,7,2600,1790,98115,50,49,2500
556000.0,1.75,7,1190,1420,98105,64,49,4096
218000.0,2.25,8,1280,2170,98023,6,64,36
425000.0,2.0,7,1390,1900,98108,19,49,361
935000.0,3.25,10,3710,1680,98014,30,100,900
732000.0,1.75,9,2360,2290,98006,63,81,3969
805500.0,1.0,7,1440,2080,98004,69,49,4761
507250.0,1.75,6,1100,1500,98126,27,36,729
800000.0,2.5,10,4600,4600,98053,55,100,3025
600000.0,2.25,8,2100,2420,98008,53,64,2809
627800.0,1.75,9,2010,2200,98074,57,81,3249
660000.0,2.25,7,1860,2010,98115,50,49,2500
153503.0,2.5,7,1240,1400,98003,8,49,64
456500.0,2.25,7,1460,1960,98034,37,49,1369
1306000.0,2.5,9,2770,2070,98004,69,81,4761
843500.0,2.5,11,3560,3290,98052,52,121,2704
625000.0,1.0,7,1240,2060,98103,44,49,1936
527000.0,1.75,7,840,1980,98105,64,49,4096
1965000.0,3.75,9,3940,2370,98004,69,81,4761
1003000.0,2.5,9,3150,3600,98005,61,81,3721
855000.0,3.0,8,1720,1590,98117,41,64,1681
725000.0,3.25,9,3440,3420,98059,36,81,1296
315000.0,1.0,6,580,1360,98126,27,36,729
180000.0,1.75,7,1330,1330,98001,4,49,16
700000.0,1.0,7,930,1760,98136,39,49,1521
476500.0,1.0,7,1060,2010,98033,60,49,3600
193000.0,1.5,7,1180,1460,98148,5,49,25
295000.0,2.5,7,1850,1850,98030,9,49,81
363000.0,1.0,6,820,1320,98136,39,36,1521
875000.0,2.5,11,3600,3410,98077,56,121,3136
257200.0,2.0,7,1150,1580,98002,1,49,1
555000.0,2.0,8,2240,2200,98008,53,64,2809
380000.0,2.25,7,1860,1110,98022,15,49,225
282000.0,2.75,7,2390,1980,98023,6,49,36
545000.0,2.5,7,2040,1380,98115,50,49,2500
550000.0,1.5,7,1640,2090,98115,50,49,2500
921500.0,1.5,7,1640,2090,98115,50,49,2500
885000.0,1.5,7,1440,2440,98112,67,49,4489
820000.0,2.25,8,1960,1720,98119,62,64,3844
289000.0,1.0,6,1090,1090,98056,24,36,576
334000.0,1.0,7,670,1170,98116,49,49,2401
206000.0,1.0,5,1050,970,98010,25,25,625
491950.0,2.25,7,1440,1740,98115,50,49,2500
430000.0,2.5,8,2030,1360,98024,43,64,1849
208000.0,2.0,7,1250,1540,98042,14,49,196
245000.0,2.25,8,1390,2110,98023,6,64,36
426000.0,1.0,6,640,1460,98117,41,36,1681
400000.0,2.5,7,2120,2250,98059,36,49,1296
553000.0,1.0,7,900,1500,98115,50,49,2500
296000.0,1.0,5,750,1450,98117,41,25,1681
428000.0,2.5,8,2230,2400,98042,14,64,196
325000.0,2.5,7,980,1590,98106,16,49,256
294000.0,1.0,6,820,1580,98133,22,36,484
410000.0,1.75,7,1380,1970,98059,36,49,1296
590000.0,4.25,8,2360,2037,98003,8,64,64
445000.0,2.25,7,1850,1650,98029,46,49,2116
921000.0,2.5,8,2010,2530,98122,51,64,2601
496000.0,1.5,8,2520,1470,98045,29,64,841
95000.0,1.0,7,800,1490,98198,11,49,121
359000.0,1.75,6,790,1180,98126,27,36,729
452500.0,2.5,7,1570,1560,98045,29,49,841
555000.0,1.75,7,1410,1800,98116,49,49,2401
549900.0,3.0,9,3800,2580,98042,14,81,196
569000.0,3.0,8,2060,2720,98155,26,64,676
318500.0,2.0,7,900,1480,98058,18,49,324
487028.0,1.5,9,1105,1295,98112,67,81,4489
240000.0,1.0,7,950,1470,98032,3,49,9
253000.0,2.25,7,1440,1590,98030,9,49,81
380000.0,1.75,7,1120,2360,98198,11,49,121
250000.0,0.75,6,700,2010,98092,17,36,289
368500.0,1.75,9,2510,2400,98092,17,81,289
340000.0,1.0,8,1400,2180,98022,15,64,225
400000.0,1.0,7,910,1060,98136,39,49,1521
835000.0,2.0,8,1570,1760,98117,41,64,1681
299000.0,2.5,8,2450,1960,98023,6,64,36
1675000.0,2.25,10,3580,3280,98102,66,100,4356
265000.0,2.0,7,1570,1570,98092,17,49,289
437500.0,2.5,8,2680,2640,98059,36,64,1296
865000.0,1.75,7,1610,1280,98199,59,49,3481
626000.0,2.0,8,2150,2510,98029,46,64,2116
247300.0,2.0,7,1040,1140,98144,45,49,2025
2075000.0,3.5,11,4230,3980,98004,69,121,4761
425000.0,1.0,8,1790,1060,98108,19,64,361
905000.0,3.5,9,1660,2700,98008,53,81,2809
641250.0,2.5,10,2220,2200,98117,41,100,1681
675000.0,2.5,8,2370,2290,98027,47,64,2209
845000.0,2.75,9,4070,2970,98045,29,81,841
401500.0,1.0,7,1260,1470,98133,22,49,484
395000.0,2.5,7,1610,1300,98052,52,49,2704
1100000.0,2.75,7,1630,2370,98040,68,49,4624
145000.0,1.0,6,1010,1740,98168,2,36,4
900000.0,1.0,8,1390,1700,98117,41,64,1681
374500.0,1.5,7,1330,1370,98034,37,49,1369
850000.0,2.25,8,2330,1880,98005,61,64,3721
490000.0,1.0,7,960,1520,98116,49,49,2401
304000.0,2.5,8,1710,2220,98003,8,64,64
400000.0,2.25,7,1300,2010,98133,22,49,484
454000.0,2.0,8,1700,1460,98011,35,64,1225
160000.0,2.0,6,850,1350,98118,23,36,529
542000.0,1.75,7,1070,1540,98052,52,49,2704
403500.0,2.5,8,2410,2620,98166,32,64,1024
418000.0,2.5,7,2750,2610,98038,21,49,441
406000.0,1.5,7,1920,1920,98198,11,49,121
242500.0,2.25,7,1340,1270,98198,11,49,121
425000.0,2.5,9,2460,2460,98058,18,81,324
613000.0,2.0,7,1550,1680,98103,44,49,1936
189000.0,2.0,7,1170,1540,98045,29,49,841
700000.0,2.25,7,2440,1720,98125,33,49,1089
750000.0,1.0,7,1440,1770,98103,44,49,1936
494000.0,1.0,7,1290,1640,98115,50,49,2500
700000.0,3.0,9,3150,2970,98075,58,81,3364
705000.0,2.5,8,2305,1440,98077,56,64,3136
356000.0,1.75,7,1060,1790,98072,40,49,1600
625000.0,1.75,7,1350,1850,98052,52,49,2704
144975.0,1.0,5,900,1350,98198,11,25,121
970000.0,4.5,11,3060,4170,98029,46,121,2116
415000.0,1.75,7,1340,1550,98072,40,49,1600
485000.0,3.0,8,1340,1440,98034,37,64,1369
799950.0,3.0,10,2900,2900,98052,52,100,2704
783350.0,2.5,10,3290,4090,98077,56,100,3136
430000.0,1.0,7,630,1090,98109,65,49,4225
2544750.0,4.75,10,5050,3750,98112,67,100,4489
975000.0,2.5,10,2680,3630,98053,55,100,3025
950000.0,1.5,7,1130,2920,98004,69,49,4761
350000.0,1.0,7,1150,1820,98177,54,49,2916
637000.0,2.75,8,2850,1510,98125,33,64,1089
895000.0,2.0,10,2160,2760,98059,36,100,1296
579000.0,2.0,7,880,1760,98118,23,49,529
314900.0,1.75,7,1380,2460,98003,8,49,64
122000.0,1.0,6,860,1300,98022,15,36,225
405000.0,1.0,7,880,1300,98103,44,49,1936
553650.0,2.5,8,1050,1430,98112,67,64,4489
369900.0,2.5,8,1770,1770,98126,27,64,729
225000.0,2.0,7,1220,1980,98001,4,49,16
160000.0,1.0,6,1180,1780,98178,13,36,169
449500.0,2.0,8,1310,2220,98038,21,64,441
650000.0,1.0,7,1300,1300,98004,69,49,4761
542126.0,2.5,8,2360,2850,98077,56,64,3136
309950.0,1.5,7,1200,1210,98045,29,49,841
115000.0,1.0,5,1000,1350,98001,4,25,16
221700.0,1.5,7,1556,2250,98032,3,49,9
726000.0,2.5,8,1460,1010,98107,42,64,1764
515000.0,1.75,7,1010,1260,98116,49,49,2401
756000.0,2.5,9,2730,3090,98006,63,81,3969
1570000.0,3.75,9,2400,2940,98112,67,81,4489
442000.0,2.25,8,1220,2110,98074,57,64,3249
260000.0,2.0,7,1620,1710,98031,10,49,100
390000.0,1.75,7,770,1440,98102,66,49,4356
459500.0,1.0,7,850,1370,98117,41,49,1681
330000.0,1.5,7,1430,1410,98155,26,49,676
189000.0,1.0,6,790,1110,98168,2,36,4
280000.0,1.0,7,1200,1540,98030,9,49,81
400000.0,1.75,7,2110,1480,98155,26,49,676
368000.0,2.0,6,2410,1020,98056,24,36,576
390000.0,1.75,8,2700,2220,98058,18,64,324
245000.0,1.0,6,820,1030,98133,22,36,484
375000.0,2.5,7,1200,1780,98133,22,49,484
465000.0,1.5,6,1390,1560,98033,60,36,3600
445000.0,2.0,7,1540,1250,98059,36,49,1296
250000.0,1.0,7,1130,1170,98118,23,49,529
475500.0,1.0,8,1500,1440,98133,22,64,484
672324.0,1.75,8,1600,2310,98105,64,64,4096
420000.0,2.0,6,880,1510,98115,50,36,2500
515000.0,2.0,7,1690,1690,98117,41,49,1681
732350.0,2.5,9,2270,2450,98052,52,81,2704
297500.0,2.5,7,1910,2020,98038,21,49,441
475000.0,1.5,8,1640,1490,98115,50,64,2500
414000.0,2.5,7,2120,2230,98019,28,49,784
357250.0,1.5,6,1400,1260,98125,33,36,1089
289950.0,1.0,6,760,950,98133,22,36,484
550000.0,1.0,6,1070,1290,98118,23,36,529
446000.0,1.75,7,960,1460,98028,31,49,961
279000.0,1.5,5,1280,1590,98038,21,25,441
370000.0,2.25,7,1650,1890,98011,35,49,1225
216000.0,2.0,6,1260,1300,98188,7,36,49
1100000.0,2.5,7,1400,3050,98004,69,49,4761
1280600.0,2.5,8,2060,3680,98040,68,64,4624
355000.0,1.5,7,630,1500,98106,16,49,256
699000.0,2.5,9,2550,2330,98008,53,81,2809
412000.0,2.5,8,1553,1509,98133,22,64,484
276000.0,1.0,6,1140,1110,98065,38,36,1444
100000.0,1.0,6,790,1380,98178,13,36,169
955500.0,1.75,8,2130,1900,98119,62,64,3844
199000.0,1.0,7,1390,1560,98058,18,49,324
762000.0,3.5,9,4000,3550,98065,38,81,1444
425000.0,2.0,7,1520,1520,98034,37,49,1369
546000.0,1.0,7,1657,2050,98116,49,49,2401
419600.0,1.75,7,1180,1890,98133,22,49,484
735000.0,2.25,8,1340,1800,98199,59,64,3481
1234570.0,2.5,11,1910,2440,98112,67,121,4489
445000.0,2.0,7,1240,1660,98117,41,49,1681
665000.0,2.0,8,1740,2630,98045,29,64,841
1290000.0,3.5,11,2920,1880,98034,37,121,1369
508500.0,2.75,8,1720,2520,98074,57,64,3249
345950.0,1.0,8,1340,1390,98155,26,64,676
207500.0,1.0,7,1640,1200,98042,14,49,196
1075000.0,2.5,8,1550,2380,98040,68,64,4624
640000.0,1.0,8,1210,1560,98112,67,64,4489
329500.0,1.0,7,1360,1400,98070,34,49,1156
460000.0,2.75,8,1500,2120,98028,31,64,961
1230000.0,1.75,8,2200,2850,98004,69,64,4761
805000.0,3.0,7,1650,1840,98118,23,49,529
200000.0,1.5,6,1090,1230,98042,14,36,196
749700.0,1.75,8,1460,2460,98059,36,64,1296
288000.0,1.5,7,1430,1430,98125,33,49,1089
535000.0,1.0,7,830,1470,98117,41,49,1681
330000.0,2.25,7,1280,1620,98178,13,49,169
479200.0,2.0,7,1510,1500,98116,49,49,2401
373000.0,2.5,8,3001,2340,98042,14,64,196
355000.0,1.5,7,1010,1710,98178,13,49,169
275000.0,2.0,7,1380,1620,98038,21,49,441
380000.0,1.5,7,1020,1660,98136,39,49,1521
417000.0,1.75,7,790,1390,98105,64,49,4096
1165000.0,3.75,11,4220,4630,98075,58,121,3364
598500.0,2.25,10,2520,2510,98074,57,100,3249
629000.0,2.0,7,960,1380,98199,59,49,3481
226950.0,1.0,6,930,1250,98168,2,36,4
1225000.0,2.5,9,2200,2840,98177,54,81,2916
415000.0,2.25,8,1700,2350,98056,24,64,576
595000.0,2.5,8,1910,1940,98029,46,64,2116
209950.0,1.75,6,1100,1050,98042,14,36,196
568000.0,1.75,7,1760,2320,98053,55,49,3025
119900.0,1.0,6,480,1760,98178,13,36,169
207000.0,1.0,7,1080,1230,98023,6,49,36
195000.0,1.0,7,1070,1880,98001,4,49,16
324950.0,1.5,7,1460,1400,98166,32,49,1024
210000.0,1.0,6,1050,1420,98133,22,36,484
1078000.0,2.75,9,3160,1890,98053,55,81,3025
325088.0,1.0,7,1000,1500,98108,19,49,361
790000.0,3.0,8,3120,1580,98058,18,64,324
150000.0,1.0,5,720,2010,98058,18,25,324
790000.0,3.0,10,2840,2070,98059,36,100,1296
255000.0,1.0,6,770,1540,98126,27,36,729
697000.0,3.0,7,1860,1570,98117,41,49,1681
457500.0,1.0,7,840,1240,98117,41,49,1681
690000.0,2.0,8,1610,1740,98115,50,64,2500
967000.0,3.25,9,1860,1860,98103,44,81,1936
980000.0,1.75,9,2260,2880,98040,68,81,4624
619420.0,2.75,9,2450,2330,98059,36,81,1296
389000.0,1.0,6,850,1460,98103,44,36,1936
500000.0,1.0,7,1020,1740,98118,23,49,529
569000.0,1.75,7,1090,2380,98004,69,49,4761
425000.0,2.25,7,1540,1560,98034,37,49,1369
635000.0,2.25,8,1500,1740,98118,23,64,529
256500.0,1.0,6,1120,1540,98070,34,36,1156
695000.0,2.5,8,3010,2810,98028,31,64,961
535000.0,1.5,7,1390,1580,98107,42,49,1764
454200.0,2.5,8,2630,2630,98059,36,64,1296
418500.0,1.0,6,790,1460,98117,41,36,1681
749950.0,2.75,9,3110,2790,98072,40,81,1600
338500.0,1.75,8,1370,1750,98070,34,64,1156
1250000.0,3.75,10,3270,3380,98040,68,100,4624
299950.0,2.5,8,1600,1890,98001,4,64,16
325000.0,1.75,7,1330,1760,98168,2,49,4
434000.0,3.0,8,2010,2090,98011,35,64,1225
328950.0,1.75,7,1300,2220,98058,18,49,324
2095000.0,3.75,10,3740,3910,98144,45,100,2025
570000.0,2.0,8,2000,2420,98075,58,64,3364
802000.0,2.25,8,2170,1700,98103,44,64,1936
525000.0,1.0,7,1550,2370,98103,44,49,1936
700000.0,3.0,8,2790,2590,98119,62,64,3844
350000.0,1.75,6,1040,2180,98042,14,36,196
277500.0,1.5,7,1190,1390,98133,22,49,484
1575000.0,2.75,10,2360,3220,98004,69,100,4761
195000.0,1.0,6,1510,1210,98022,15,36,225
222000.0,2.0,7,1200,1430,98002,1,49,1
865000.0,3.0,8,1500,2260,98040,68,64,4624
445000.0,2.0,7,1000,1540,98144,45,49,2025
495800.0,1.5,7,1710,1740,98115,50,49,2500
548500.0,1.0,7,1740,1720,98122,51,49,2601
310000.0,1.75,7,1220,1590,98058,18,49,324
205000.0,1.5,7,1820,1740,98055,12,49,144
470000.0,3.75,7,3860,3000,98038,21,49,441
430000.0,1.5,7,1810,2480,98010,25,49,625
310000.0,2.0,7,1030,1439,98125,33,49,1089
355000.0,1.0,7,1410,1330,98133,22,49,484
621500.0,2.5,8,1370,2600,98166,32,64,1024
175000.0,1.5,7,1030,1780,98146,20,49,400
326000.0,1.5,7,1030,1780,98146,20,49,400
690000.0,3.5,7,1930,1500,98116,49,49,2401
335000.0,2.5,8,2210,2270,98003,8,64,64
197000.0,1.0,7,1360,1340,98188,7,49,49
312500.0,1.75,7,930,1790,98055,12,49,144
436000.0,2.25,7,1420,1880,98155,26,49,676
1015000.0,2.5,8,2700,2080,98103,44,64,1936
805000.0,2.5,9,2250,3460,98006,63,81,3969
652427.0,2.25,8,2770,2400,98074,57,64,3249
1008000.0,2.5,9,2240,2900,98005,61,81,3721
355000.0,2.5,9,2570,2520,98092,17,81,289
334550.0,1.0,7,880,1960,98133,22,49,484
557500.0,2.25,8,1820,2160,98052,52,64,2704
277500.0,2.25,7,1110,1640,98188,7,49,49
300000.0,3.0,6,2200,1430,98058,18,36,324
325000.0,1.0,7,1460,1230,98133,22,49,484
402500.0,2.0,7,760,1480,98144,45,49,2025
461000.0,1.75,7,1420,2250,98007,48,49,2304
540000.0,1.0,7,1270,1270,98103,44,49,1936
385000.0,1.0,7,1070,1090,98108,19,49,361
480000.0,1.0,7,860,1470,98103,44,49,1936
539950.0,2.25,8,1240,3500,98056,24,64,576
529000.0,2.25,9,1940,2580,98024,43,81,1849
417000.0,2.5,7,1060,1320,98199,59,49,3481
405000.0,1.5,7,1330,2310,98027,47,49,2209
299000.0,2.25,8,1630,2080,98023,6,64,36
299000.0,1.75,7,2100,1330,98001,4,49,16
372220.0,1.0,7,980,1680,98136,39,49,1521
494400.0,1.75,6,780,1850,98109,65,36,4225
280000.0,1.75,7,1330,2520,98055,12,49,144
277950.0,2.5,7,2100,2091,98023,6,49,36
770000.0,2.75,8,2070,2190,98058,18,64,324
760000.0,2.5,10,2960,3510,98072,40,100,1600
230000.0,2.0,7,1300,1510,98198,11,49,121
525000.0,2.5,9,2520,2000,98155,26,81,676
307000.0,1.0,7,1150,1210,98045,29,49,841
253779.0,2.0,6,1430,1820,98188,7,36,49
405000.0,1.5,8,1480,1820,98155,26,64,676
360000.0,1.0,6,2320,1620,98146,20,36,400
521000.0,1.0,6,1050,2540,98116,49,36,2401
680000.0,2.5,9,3030,2940,98005,61,81,3721
355000.0,0.75,4,530,2830,98074,57,16,3249
200000.0,1.5,7,1090,1240,98042,14,49,196
330000.0,2.25,7,1330,1930,98118,23,49,529
221000.0,2.25,7,1430,1600,98023,6,49,36
1598890.0,4.5,11,2770,2660,98116,49,121,2401
310000.0,1.0,6,780,1760,98125,33,36,1089
862000.0,2.25,8,1310,2020,98199,59,64,3481
200000.0,1.5,7,1140,1140,98168,2,49,4
630000.0,2.5,7,2540,1560,98008,53,49,2809
432250.0,2.25,7,1440,1740,98029,46,49,2116
478000.0,2.25,7,1070,2250,98033,60,49,3600
249000.0,2.25,7,1400,1860,98032,3,49,9
495000.0,3.0,9,1450,1420,98108,19,81,361
630000.0,2.5,7,1240,2000,98008,53,49,2809
550000.0,2.5,8,2150,2150,98053,55,64,3025
350000.0,2.5,8,2440,2530,98042,14,64,196
270000.0,1.5,7,1930,1480,98058,18,49,324
488250.0,2.0,7,1830,1970,98033,60,49,3600
248000.0,3.5,7,1130,1280,98023,6,49,36
889000.0,3.5,9,3210,1360,98136,39,81,1521
375000.0,1.0,6,980,2160,98117,41,36,1681
933000.0,1.5,7,1870,1820,98102,66,49,4356
625000.0,2.25,8,1460,2490,98006,63,64,3969
328000.0,1.0,6,700,1620,98116,49,36,2401
470000.0,2.25,8,1690,2390,98166,32,64,1024
502500.0,2.5,8,2430,2150,98056,24,64,576
484000.0,1.75,7,1210,1900,98072,40,49,1600
252500.0,1.0,6,900,1190,98014,30,36,900
610000.0,2.5,8,2060,2650,98006,63,64,3969
419000.0,2.0,8,1280,2190,98155,26,64,676
322500.0,2.25,8,2140,2030,98092,17,64,289
563000.0,1.0,7,1250,1630,98109,65,49,4225
464000.0,2.5,9,3140,2650,98042,14,81,196
870000.0,4.25,10,1940,2540,98115,50,100,2500
280000.0,1.5,8,800,1020,98103,44,64,1936
850000.0,2.5,9,3300,3280,98006,63,81,3969
458950.0,1.0,7,1130,1580,98115,50,49,2500
122000.0,1.0,6,760,1710,98168,2,36,4
525000.0,3.0,7,2450,1060,98117,41,49,1681
286300.0,1.0,7,1000,1490,98045,29,49,841
218450.0,1.0,6,840,1300,98166,32,36,1024
525000.0,1.5,7,1080,1510,98107,42,49,1764
650000.0,1.5,7,1080,1510,98107,42,49,1764
356000.0,2.0,7,2020,1610,98045,29,49,841
436500.0,1.0,7,1040,1510,98117,41,49,1681
410000.0,1.75,7,1180,1570,98034,37,49,1369
512500.0,1.75,7,1540,1890,98125,33,49,1089
510000.0,1.0,6,880,1910,98118,23,36,529
566000.0,1.75,8,1900,2220,98005,61,64,3721
