price,bathrooms,grade,sqft_above,sqft_living15,zipcode
1200000.0,2.75,8,2910,2940,98105
560000.0,1.75,8,2340,1970,98006
340000.0,1.75,7,1330,1870,98001
600000.0,1.0,6,970,1884,98102
764000.0,2.5,9,2790,2780,98074
337000.0,2.0,8,1590,2090,98019
1385000.0,2.75,10,2850,3690,98006
249000.0,1.0,6,1060,1580,98126
350000.0,3.0,8,2360,3090,98042
269950.0,2.25,7,1150,1510,98038
735000.0,1.75,7,1880,2730,98075
1295000.0,2.5,8,2070,2560,98105
475000.0,2.25,8,2110,2110,98034
339000.0,2.0,9,2350,2430,98023
600000.0,3.5,8,1660,2790,98155
397500.0,1.75,7,1320,940,98106
1525000.0,3.5,11,5990,4690,98053
460000.0,2.0,7,1760,2010,98052
370000.0,2.75,7,1120,1210,98133
250000.0,1.0,6,1550,1370,98106
1100000.0,3.75,11,5070,4920,98053
430000.0,2.25,8,1040,1560,98122
1085000.0,1.5,8,1660,2560,98112
670000.0,1.75,8,1850,1600,98177
461550.0,1.5,7,1790,2180,98118
479990.0,2.5,8,1390,1690,98029
643000.0,2.5,8,2518,2280,98075
607000.0,2.75,8,2040,1890,98052
625000.0,2.5,9,2600,2440,98074
731100.0,2.5,8,1160,1990,98136
859000.0,2.5,8,2920,3150,98042
435000.0,2.5,8,2130,2220,98058
465000.0,3.0,8,1420,1890,98001
740000.0,1.0,7,1230,1250,98115
740000.0,1.75,9,2020,3050,98040
250000.0,2.0,7,990,1430,98030
656000.0,2.5,7,1820,2180,98052
300000.0,2.5,8,1910,1910,98031
643000.0,1.5,7,1780,2740,98077
311000.0,2.5,7,2690,2300,98042
360000.0,1.75,7,1330,1480,98034
475000.0,2.5,8,1700,1630,98133
469950.0,3.25,8,1760,1520,98125
240000.0,1.75,7,1570,1890,98148
232000.0,1.0,6,810,960,98168
350000.0,2.0,7,1680,2480,98092
803000.0,1.0,7,1440,1980,98034
355000.0,2.25,8,1600,1980,98058
475000.0,2.0,7,840,1440,98103
823000.0,2.5,9,2560,2710,98006
395000.0,1.5,7,1010,1160,98103
499000.0,3.75,7,1900,1400,98133
420000.0,1.75,7,800,1330,98122
961500.0,2.5,10,3910,2280,98008
833000.0,1.75,9,2260,2430,98005
479000.0,2.25,8,2110,1860,98072
1150000.0,2.5,10,3340,1770,98033
267000.0,1.0,6,1400,1420,98125
555000.0,1.75,7,1760,3030,98075
490000.0,2.5,8,2010,1850,98029
619000.0,2.0,8,1550,1670,98117
569950.0,2.75,7,1600,2910,98155
549000.0,2.0,7,1340,1120,98103
422500.0,1.75,7,1560,2220,98052
400000.0,3.5,7,2140,2580,98198
692500.0,2.75,9,3710,2950,98065
310000.0,2.5,8,2430,2890,98042
499900.0,1.75,8,1630,2390,98178
492000.0,2.25,8,2100,2050,98074
460000.0,2.5,9,1880,1930,98024
800000.0,2.5,8,1630,1630,98119
832600.0,1.0,7,1640,1730,98103
470000.0,2.75,8,1670,2600,98011
542000.0,2.0,8,1930,1670,98053
1309500.0,4.5,10,3600,3600,98118
308130.0,2.5,7,1650,2300,98198
310000.0,1.0,7,1050,1240,98029
235000.0,1.0,6,1500,1130,98146
215000.0,1.0,6,1150,1230,98058
210000.0,1.5,7,1370,1550,98023
730000.0,2.75,10,3660,3090,98053
245000.0,1.75,7,1140,1330,98092
540000.0,2.25,8,1470,2410,98166
299000.0,2.5,8,2400,2406,98001
510000.0,2.5,10,2540,3190,98074
198000.0,1.75,7,1050,1500,98001
950000.0,3.25,10,3400,2650,98007
300000.0,1.75,8,2200,1910,98092
528000.0,1.75,7,1200,1600,98033
507000.0,3.25,9,3030,2640,98092
770000.0,3.25,9,3060,2850,98065
255000.0,1.75,7,1340,1370,98031
220000.0,1.5,8,1100,1400,98198
690700.0,2.75,9,2870,2800,98059
447000.0,1.0,7,1320,1290,98177
755000.0,2.0,7,1270,1740,98119
700000.0,1.5,7,1480,2140,98199
250000.0,2.75,7,1000,1880,98030
320000.0,2.5,7,2130,1670,98038
565000.0,2.5,9,2240,2410,98059
754300.0,2.75,7,1680,1730,98107
650000.0,1.5,8,1400,3010,98177
529888.0,2.5,8,3140,3140,98059
432000.0,2.5,8,1920,1830,98028
235000.0,1.0,7,1050,1220,98022
994900.0,3.5,9,3695,4160,98053
489000.0,2.5,9,2710,2650,98038
800000.0,2.75,8,3010,3000,98052
370000.0,1.5,7,900,1510,98034
436000.0,2.75,8,1240,1880,98034
395000.0,2.5,7,2250,2250,98059
377691.0,1.75,7,1320,2120,98133
370000.0,3.0,7,2220,2340,98118
515000.0,2.5,8,1440,1900,98029
169000.0,1.0,7,910,1020,98001
475000.0,1.0,7,1270,1310,98117
420000.0,2.5,9,2480,2870,98031
1297000.0,2.75,9,2510,1540,98103
822000.0,2.0,9,1840,2930,98006
1500000.0,2.75,9,2310,3810,98004
485000.0,2.25,8,1180,1620,98074
270000.0,1.0,7,1200,1440,98055
300000.0,2.5,8,1390,2270,98055
878000.0,2.5,9,3810,3290,98074
590000.0,2.5,9,2290,2290,98006
611900.0,2.25,8,1220,3150,98033
240000.0,1.75,7,1100,1430,98092
395000.0,2.5,8,2810,1680,98092
169000.0,1.0,6,890,1100,98178
200500.0,2.0,7,1280,1800,98031
308000.0,2.5,8,2320,2360,98003
290256.0,2.25,8,1720,2340,98023
279950.0,1.75,7,1040,1530,98058
195000.0,1.75,7,1580,1560,98022
630000.0,1.0,6,1360,1890,98010
1160000.0,3.0,8,2680,4480,98039
478000.0,2.25,8,1640,1780,98029
835000.0,2.25,8,1700,1990,98126
639000.0,2.25,9,1400,1500,98034
623000.0,2.75,9,2300,2240,98074
220000.0,1.75,7,1260,2000,98178
526000.0,2.25,8,1250,2060,98006
243500.0,1.0,6,900,1420,98118
750000.0,2.5,9,2890,2980,98006
329000.0,2.0,7,1850,1730,98059
525000.0,1.0,7,1570,1610,98102
190000.0,1.0,6,670,1660,98118
772650.0,2.5,7,2660,2640,98005
355000.0,2.5,8,2110,2110,98042
650000.0,1.75,8,1570,2460,98075
678500.0,2.75,7,1210,1630,98103
669950.0,2.5,9,2670,2430,98074
850000.0,2.25,10,3000,2980,98077
572000.0,2.75,8,2200,2710,98074
492450.0,1.75,8,1200,1620,98074
813000.0,1.75,8,2080,2240,98005
710000.0,2.0,8,1780,1900,98040
792500.0,1.5,8,1330,2090,98119
285900.0,1.5,7,1690,1690,98032
389000.0,2.0,7,1250,1530,98070
675000.0,2.25,8,1490,1940,98136
352000.0,0.75,4,760,1100,98059
1050000.0,3.25,11,4020,3190,98059
768500.0,1.75,8,1820,2410,98005
500000.0,2.0,7,1230,1250,98125
685000.0,2.5,7,1460,2200,98040
648475.0,2.75,8,1200,1720,98109
655000.0,5.0,7,2850,1870,98033
895000.0,2.75,8,1730,1530,98115
195000.0,1.0,7,960,1310,98001
368000.0,2.5,9,2720,2570,98023
997000.0,3.5,11,3430,3880,98059
335000.0,2.75,7,1340,1750,98072
250000.0,2.0,7,1170,1410,98001
278500.0,1.75,8,1390,1770,98022
260000.0,1.5,7,1540,1580,98001
162500.0,1.0,6,760,900,98118
239000.0,1.0,6,1280,1310,98168
600000.0,2.5,8,2990,3140,98075
350000.0,2.25,7,1770,1770,98031
852500.0,3.75,10,3830,3570,98075
485000.0,2.5,9,2870,3040,98055
299000.0,1.0,6,1520,1500,98133
227450.0,1.0,5,660,970,98056
383000.0,1.0,7,1200,1450,98126
835000.0,3.25,9,2370,3190,98024
760000.0,1.5,8,1920,1200,98112
532500.0,1.0,7,820,1490,98103
635000.0,2.5,8,1950,2620,98053
438500.0,2.0,7,770,1320,98144
545500.0,2.5,7,1360,1670,98108
675000.0,1.75,7,1660,2090,98033
450000.0,1.75,6,760,1490,98117
199999.0,1.0,5,960,1330,98010
375000.0,1.5,7,1630,1630,98034
600000.0,2.25,8,2260,2470,98072
292600.0,1.5,7,1520,1450,98056
1038000.0,2.75,8,1650,2920,98040
610000.0,1.0,8,1000,2240,98105
397450.0,2.5,8,2650,2510,98042
382000.0,2.25,8,1270,2170,98155
370000.0,2.25,8,1270,2180,98177
520000.0,2.25,8,1270,2180,98177
260000.0,1.0,6,770,990,98155
890000.0,2.5,8,3370,1880,98177
344000.0,2.0,7,1440,2310,98155
205000.0,1.0,7,1050,1340,98031
379000.0,2.5,8,2803,1810,98003
424240.0,2.0,8,2080,2230,98052
589950.0,2.0,8,2080,2230,98052
582000.0,1.75,7,1190,2070,98117
349000.0,2.5,9,2550,2410,98023
658000.0,1.0,7,1290,1930,98033
294000.0,2.75,7,1060,1400,98106
690000.0,3.5,8,1860,2430,98115
600000.0,1.0,7,1040,1440,98107
199990.0,1.0,6,840,870,98042
220000.0,1.75,7,1650,1400,98188
440000.0,2.25,8,1460,1960,98034
439990.0,2.5,8,1540,1540,98029
815000.0,2.5,10,3880,3280,98075
535000.0,2.25,8,1860,1860,98029
215000.0,1.75,7,1280,1670,98003
605000.0,2.5,8,2100,2690,98027
349900.0,2.5,8,2200,2190,98058
495000.0,1.0,7,1070,1770,98115
515100.0,2.5,8,2074,1840,98034
620000.0,2.5,9,2450,2730,98053
657500.0,2.25,9,2520,2848,98074
250000.0,1.75,7,1190,2570,98055
385000.0,1.75,7,1190,2570,98055
307000.0,1.5,7,2320,1480,98019
288000.0,2.5,7,1090,1470,98042
226450.0,1.75,6,1730,860,98032
390000.0,2.5,7,1110,1860,98125
350000.0,1.0,6,1300,1380,98045
368000.0,1.5,7,1060,1820,98125
469000.0,1.0,6,730,2050,98105
865000.0,2.25,9,2670,3080,98072
515000.0,2.5,8,3810,2470,98058
410000.0,1.75,7,1440,1460,98034
210000.0,1.0,5,1200,1400,98042
460000.0,1.75,7,820,1420,98034
241500.0,2.5,8,1830,2500,98023
322200.0,2.25,8,2010,1950,98042
279000.0,1.0,7,1210,1470,98178
303000.0,1.0,6,1100,1746,98070
420000.0,1.5,6,800,1530,98199
249000.0,1.75,7,1380,2050,98188
294950.0,1.0,6,1240,1250,98125
1315000.0,3.5,10,2560,1860,98103
335000.0,1.75,7,1270,1490,98117
1155000.0,2.25,10,2020,2760,98199
520000.0,1.0,7,1250,1430,98117
560000.0,1.75,8,1740,2180,98007
243400.0,1.5,7,1730,1370,98032
405000.0,2.0,7,1240,1350,98053
495000.0,1.0,7,1670,1800,98033
350000.0,2.5,8,2140,1600,98038
368500.0,2.75,7,1520,2400,98188
99000.0,1.0,6,960,1260,98058
1070000.0,3.75,11,4130,3690,98059
430000.0,1.75,8,1710,1940,98155
412500.0,1.5,7,1490,1490,98052
1122500.0,3.25,11,4750,3300,98052
915000.0,2.5,11,3400,2880,98052
535000.0,2.5,8,2210,1920,98052
390000.0,1.5,8,1130,1400,98133
499000.0,1.5,7,780,1540,98107
375000.0,1.0,7,1260,1850,98177
349000.0,2.5,8,1800,1800,98055
635000.0,2.25,7,1240,2340,98004
682000.0,2.75,9,2820,2820,98075
321027.0,2.25,8,1920,2320,98023
150000.0,1.0,5,720,940,98002
410000.0,1.75,7,1110,1420,98034
449950.0,2.0,7,1560,1900,98115
194990.0,2.5,6,1060,1300,98118
475000.0,1.75,7,1210,2210,98028
530000.0,1.75,7,1570,1610,98105
319950.0,2.5,8,2038,2634,98092
210000.0,2.25,7,1220,1690,98023
485000.0,2.75,7,1670,1370,98107
774000.0,2.75,9,2830,3490,98075
478000.0,2.0,7,1210,1620,98008
385000.0,2.5,7,1620,1590,98146
595000.0,2.5,9,2360,2750,98077
285000.0,1.5,7,1170,2230,98028
723000.0,2.5,9,2700,2260,98029
279000.0,1.5,7,1240,1860,98198
195000.0,1.5,6,1430,1150,98058
625000.0,1.0,8,1170,1150,98119
270000.0,1.75,8,1800,2100,98011
559000.0,2.0,8,1930,1640,98053
474000.0,2.25,8,1330,1540,98072
303500.0,2.5,8,1920,1860,98038
350000.0,1.75,6,1470,1470,98155
367500.0,3.0,7,1680,1590,98155
595000.0,3.0,7,1680,1590,98155
589000.0,2.0,8,2360,2660,98024
585000.0,1.75,7,1790,3270,98077
482975.0,2.25,8,1370,2820,98155
365500.0,2.5,8,2030,2030,98058
570000.0,2.0,8,1790,2150,98008
335000.0,2.5,8,2260,2390,98092
767500.0,2.0,7,1450,1640,98103
386591.0,2.5,8,1150,1690,98029
279000.0,1.0,7,1320,1010,98108
620000.0,2.5,9,2690,2840,98014
407000.0,2.25,7,1710,1860,98198
364250.0,2.5,8,2280,2380,98038
399000.0,2.5,8,2540,2590,98058
766950.0,2.5,10,3030,3360,98077
710000.0,2.75,9,2940,2410,98029
320000.0,1.0,6,1190,1360,98118
300000.0,2.5,7,1800,1800,98108
263000.0,1.75,8,1180,1620,98038
445000.0,2.5,8,1730,1730,98029
554000.0,2.0,7,1910,2040,98008
335000.0,1.75,6,940,1900,98117
307000.0,2.75,7,1260,1930,98031
404000.0,1.0,7,970,1340,98125
775000.0,3.5,9,3080,2980,98075
220000.0,1.0,7,1060,1300,98022
518000.0,2.5,8,2160,2840,98028
1600000.0,3.5,10,4060,2410,98033
315000.0,2.25,7,1100,1580,98133
572650.0,2.5,8,2250,2110,98034
350000.0,1.0,6,850,2460,98034
285000.0,1.0,6,920,1640,98108
231000.0,2.5,7,1370,1720,98032
179000.0,1.0,6,920,920,98042
244000.0,1.5,7,1360,1890,98030
185850.0,1.5,7,1630,1700,98188
610000.0,2.5,8,3210,2210,98011
419000.0,2.5,9,3010,3010,98038
779000.0,1.75,8,1420,2540,98199
695000.0,3.0,7,1870,1970,98052
319900.0,2.5,8,2040,1960,98092
329000.0,2.75,8,1320,2040,98023
475226.0,2.5,8,2120,2000,98011
638000.0,2.5,9,2170,2170,98029
440000.0,1.5,7,900,1610,98074
214000.0,2.0,6,800,1580,98146
600000.0,2.75,10,2210,3990,98023
935000.0,2.0,9,1850,2590,98102
630000.0,1.75,8,1670,2730,98125
575000.0,2.5,7,2120,1690,98053
345000.0,2.5,8,1410,1660,98010
323000.0,1.75,7,1310,2280,98011
425000.0,2.5,10,2670,1960,98042
411000.0,2.25,7,1010,2050,98038
299800.0,1.5,6,1530,1520,98014
823000.0,1.75,9,2780,2020,98122
200000.0,1.0,7,1010,1110,98155
760000.0,1.75,9,1630,3150,98006
359950.0,2.5,7,1820,1820,98019
375000.0,2.5,7,1470,1700,98056
295000.0,1.75,7,1100,2590,98027
250000.0,3.0,8,1570,1550,98198
497000.0,2.25,8,1450,1450,98115
520000.0,2.5,8,2280,2180,98028
365000.0,3.5,8,2100,2280,98055
459900.0,2.25,8,1460,1930,98034
158000.0,2.0,7,940,1840,98118
294700.0,2.0,7,1300,1710,98003
439950.0,2.25,7,2780,1650,98059
899000.0,2.25,8,1550,2790,98008
535000.0,1.75,7,1390,1850,98072
530000.0,4.5,10,4060,1830,98188
215000.0,2.0,8,1470,1640,98032
290000.0,1.0,6,920,1540,98125
798000.0,2.75,9,3220,3100,98052
785000.0,2.5,9,3270,3120,98027
433000.0,1.75,8,1730,2910,98028
425000.0,1.0,7,1010,1150,98118
654000.0,2.5,8,1540,1960,98115
215000.0,1.5,6,1280,1070,98002
232000.0,1.0,6,840,1010,98042
675000.0,1.75,8,1680,2250,98005
665000.0,2.75,7,1550,1750,98052
835000.0,2.5,10,3030,2780,98053
525000.0,3.0,7,2880,1470,98144
780000.0,2.75,7,2010,2400,98125
844000.0,3.25,10,3090,3200,98053
680000.0,2.75,8,2720,2580,98072
290000.0,1.5,7,1310,1330,98034
560000.0,1.0,8,1360,1790,98117
605500.0,2.5,9,2830,2710,98072
762500.0,2.5,9,3150,3150,98052
1740000.0,3.25,9,2910,2040,98033
665000.0,2.75,8,1420,2250,98118
540000.0,1.0,7,1640,1940,98122
375000.0,2.5,7,1330,1940,98155
342000.0,1.0,6,720,1300,98125
340000.0,1.0,6,670,1880,98024
1250000.0,3.25,10,2540,3600,98040
693000.0,2.5,10,3160,3350,98075
638500.0,1.75,8,1770,2310,98166
805000.0,3.0,8,2240,1990,98027
250000.0,1.0,7,990,1420,98198
325000.0,2.5,7,1580,2070,98038
270000.0,1.75,7,1560,1250,98108
880000.0,2.5,8,1760,1960,98126
300000.0,1.75,6,1440,1590,98103
290000.0,1.0,6,1200,1100,98155
2850000.0,4.0,10,2870,4050,98006
259950.0,1.0,5,1260,1150,98056
1780000.0,3.25,13,4890,5790,98059
299950.0,1.0,7,1580,1180,98056
483000.0,2.25,8,1330,2100,98077
890000.0,2.25,8,2060,2030,98033
719000.0,2.5,8,1690,2140,98116
785000.0,3.0,8,1920,2440,98058
660000.0,2.5,9,2330,2330,98029
264000.0,1.75,7,1080,1810,98031
575000.0,1.75,8,1890,2720,98006
1215000.0,3.75,10,3820,3140,98072
475000.0,2.5,9,2770,1830,98022
845800.0,3.5,10,3020,3120,98033
352500.0,1.75,7,1170,1610,98155
347000.0,1.0,7,1270,1390,98011
560000.0,2.75,8,1950,2040,98029
323000.0,2.75,7,1330,2230,98092
595000.0,1.75,7,2220,2010,98166
257500.0,2.0,7,1170,1890,98002
450000.0,1.0,7,1100,1200,98116
410000.0,1.0,7,900,1300,98072
810000.0,1.75,9,1320,2450,98008
372500.0,3.0,7,1300,2290,98178
325000.0,1.0,7,1050,1440,98155
280000.0,1.0,6,1260,1990,98133
258000.0,2.0,6,880,2150,98198
329950.0,1.0,7,1360,1050,98155
836000.0,2.5,9,2030,2730,98007
365000.0,2.5,8,2260,2180,98038
111300.0,1.0,5,1060,940,98002
864000.0,2.5,10,3720,2830,98053
725000.0,1.75,7,1610,2010,98033
550000.0,2.5,8,2670,2730,98011
130000.0,1.0,7,790,1560,98198
765000.0,1.75,7,990,2070,98112
255000.0,1.5,7,1420,1720,98058
439500.0,2.5,8,1570,2700,98027
268000.0,1.75,7,1250,1640,98055
985000.0,1.75,7,1700,2100,98004
751305.0,2.5,10,2660,2920,98006
280000.0,1.0,6,1350,1380,98118
304000.0,2.0,7,1110,1810,98058
200000.0,2.75,8,1730,1750,98003
325000.0,1.5,7,1420,1780,98092
736000.0,2.25,8,1540,2850,98052
426500.0,2.5,9,2700,2900,98058
640000.0,1.75,7,880,1330,98103
230000.0,2.0,6,1930,1130,98146
366350.0,1.0,6,1680,1560,98118
365000.0,1.0,6,910,1610,98166
482000.0,2.25,8,2240,2240,98034
345000.0,1.0,7,1980,1730,98058
682000.0,1.75,8,1830,2120,98122
657500.0,1.75,6,980,1150,98033
895000.0,2.5,8,3550,3140,98144
425000.0,1.5,7,920,1530,98118
532500.0,2.5,8,2040,2120,98008
540000.0,2.5,9,2329,2660,98011
578000.0,2.25,8,1790,2060,98006
1086000.0,3.0,8,1840,3420,98118
322500.0,1.0,7,1160,1160,98077
140000.0,1.0,7,1000,1190,98003
485000.0,2.5,8,1820,1650,98042
575000.0,1.5,8,1440,1950,98010
421000.0,2.5,8,2890,2120,98188
355000.0,2.0,7,1200,1270,98106
515000.0,2.25,8,2200,1970,98011
309000.0,1.0,7,1300,1740,98146
815000.0,2.25,10,2530,3140,98005
285000.0,1.0,7,1160,1600,98125
700000.0,1.75,8,2100,1830,98117
289000.0,2.5,7,1490,1640,98038
458000.0,3.0,7,3280,3210,98077
230000.0,1.75,8,1450,1860,98023
432500.0,2.5,7,1420,1600,98133
288000.0,1.75,7,1040,1240,98045
354000.0,1.75,7,1260,1320,98072
119500.0,1.0,6,1170,1590,98019
805000.0,3.0,9,2020,2870,98006
435000.0,2.5,7,1420,1420,98133
260000.0,1.75,7,1630,2049,98001
377000.0,1.75,6,900,1770,98133
602000.0,2.5,8,2000,1950,98029
530000.0,1.75,7,960,1510,98116
525000.0,2.0,7,770,1090,98117
250000.0,1.5,7,890,1160,98155
681000.0,1.0,7,1700,2080,98118
625000.0,1.75,8,1580,2080,98125
448500.0,2.5,8,2080,2110,98118
260000.0,2.0,6,1030,1380,98146
538000.0,1.75,7,1020,2000,98008
385500.0,2.0,7,1120,1910,98011
428400.0,2.5,9,2650,2630,98038
346290.0,2.75,8,2690,2640,98022
587000.0,2.75,9,2210,2460,98075
355000.0,2.5,7,2390,2560,98056
650000.0,2.75,8,1480,2140,98007
340000.0,2.5,7,2160,2160,98056
565000.0,2.5,8,1430,1970,98052
630000.0,2.0,7,2000,2200,98144
227000.0,1.0,6,1280,1260,98022
600000.0,2.75,8,1640,2400,98052
540400.0,1.75,8,1680,1910,98008
569000.0,2.5,8,2150,2150,98033
735000.0,2.5,9,2820,2910,98029
434000.0,2.25,7,1210,1930,98034
578888.0,2.0,7,1000,1310,98103
465425.0,2.75,7,2430,2580,98072
280500.0,2.75,8,1590,2250,98023
539950.0,2.0,9,1670,2330,98029
406430.0,2.0,7,1380,1380,98075
1150000.0,3.75,11,4160,5330,98053
250000.0,2.5,8,1790,1790,98031
266000.0,2.5,7,1460,1750,98030
258000.0,2.0,7,1390,1630,98058
472000.0,2.0,8,1200,2600,98155
530000.0,2.25,8,1264,1264,98105
302282.0,1.0,7,1095,1310,98122
370000.0,1.0,6,750,1880,98136
625000.0,2.0,7,1170,1850,98105
142500.0,1.0,5,690,1330,98002
334000.0,1.75,7,1400,1820,98133
362000.0,3.0,7,1810,1670,98118
181000.0,1.0,7,950,1310,98144
241500.0,1.0,7,1400,1440,98003
245000.0,1.75,7,1180,1680,98030
227500.0,1.0,7,1150,1220,98042
158550.0,1.5,7,1710,1480,98032
450000.0,2.25,7,1130,1680,98034
485000.0,1.75,7,1950,2340,98034
353000.0,1.75,7,1780,1160,98077
500000.0,3.0,8,2450,2460,98028
360000.0,2.25,7,1560,2060,98003
357500.0,1.5,7,1540,1550,98059
272000.0,2.5,7,1650,1650,98014
422000.0,1.0,7,1160,1300,98125
365000.0,2.0,7,1440,1780,98072
450000.0,1.75,8,1610,2150,98155
275053.0,1.0,6,1060,1100,98155
1880000.0,2.75,9,2620,3400,98039
725000.0,1.75,7,960,1880,98004
235000.0,1.75,7,1500,1430,98030
510000.0,1.0,5,820,1810,98125
489950.0,1.0,5,820,1810,98125
463000.0,2.5,8,2010,2010,98034
536000.0,2.25,8,1990,2150,98029
375000.0,2.5,8,2990,2590,98003
630000.0,2.5,9,2540,3640,98034
362000.0,2.25,7,1140,2020,98148
350000.0,2.75,9,1490,2830,98003
1691000.0,3.5,11,4020,3930,98004
255000.0,2.0,6,1390,1310,98166
269000.0,2.5,7,1088,1536,98002
370000.0,3.0,7,2130,1070,98055
270000.0,1.0,7,1130,1390,98059
265000.0,2.0,7,1690,1850,98022
487000.0,1.0,7,960,1400,98117
835000.0,3.25,10,3270,3270,98074
850000.0,3.25,9,2200,2180,98027
575000.0,2.75,7,1020,1610,98033
335000.0,1.0,7,950,2270,98034
318000.0,1.0,6,1010,1590,98155
510000.0,2.0,7,1420,2330,98027
242500.0,1.5,7,1200,1380,98042
750000.0,2.25,7,1010,1890,98040
439900.0,3.5,7,3390,2580,98056
710000.0,1.0,8,1460,1620,98119
2400000.0,3.25,9,2760,3540,98119
435000.0,1.75,8,1630,2120,98011
874000.0,2.75,7,1560,2290,98115
385000.0,1.75,7,870,1320,98144
110000.0,1.0,5,760,1360,98055
477000.0,1.75,7,1210,1780,98011
500000.0,2.0,8,1550,1440,98126
885000.0,2.5,10,4090,3510,98075
235000.0,1.0,7,880,1240,98178
210000.0,2.75,7,880,1490,98030
320000.0,1.0,6,950,1480,98144
406000.0,1.75,7,1390,1910,98056
350000.0,1.75,8,1220,1850,98166
350000.0,0.75,7,1392,1640,98070
720000.0,2.5,10,3340,3160,98065
604700.0,2.75,9,1720,2860,98198
343000.0,1.0,5,1400,1250,98027
558000.0,2.25,8,1280,2020,98074
364000.0,1.0,7,1210,1100,98126
420000.0,1.75,7,1290,2270,98155
450000.0,2.0,7,1870,1870,98007
392000.0,1.5,7,810,940,98126
100000.0,1.0,5,860,1120,98055
480000.0,2.5,8,1250,1250,98103
212000.0,1.5,7,1060,1270,98003
560000.0,2.5,7,1600,2410,98011
359950.0,2.75,8,2844,2273,98092
535000.0,2.5,7,1330,2290,98077
980000.0,4.0,10,2830,1890,98056
720000.0,1.0,8,1580,2170,98103
619950.0,1.0,7,920,1600,98115
489000.0,2.5,9,2260,2750,98058
415000.0,2.0,7,1000,1690,98115
672500.0,2.5,10,2650,2650,98074
352500.0,1.0,7,1000,1090,98052
258750.0,2.0,6,1150,1230,98003
350000.0,1.0,6,1080,1410,98133
152000.0,1.0,7,902,1510,98198
378500.0,1.0,7,730,1620,98115
1017000.0,1.75,8,2600,2750,98033
419000.0,1.5,7,1570,1570,98007
895000.0,3.0,9,1970,3500,98040
668500.0,2.25,8,1780,2360,98006
487000.0,2.5,8,1470,1470,98033
538000.0,3.5,8,1970,1960,98146
898000.0,1.5,8,1450,2900,98004
315000.0,2.0,8,2020,1940,98003
800000.0,2.5,7,2100,2100,98116
516130.0,1.75,8,1510,1770,98008
1600000.0,2.5,10,1790,2850,98008
1200000.0,2.5,11,3400,3520,98006
355425.0,2.5,8,1678,3056,98198
1157400.0,2.5,10,2740,2740,98112
689000.0,2.5,7,2020,2250,98136
500000.0,3.25,7,1520,1520,98107
430000.0,2.5,8,2300,2520,98001
299500.0,2.25,7,1080,1620,98045
349950.0,2.5,8,2090,2080,98058
1419000.0,3.25,9,3120,3550,98004
998000.0,2.25,9,2910,2780,98006
329000.0,1.0,7,900,1220,98072
575000.0,1.75,8,1720,1620,98033
529900.0,2.25,8,2600,2230,98133
1470000.0,2.5,9,2380,1940,98004
725000.0,1.75,7,1450,1980,98033
286000.0,2.5,8,1680,1720,98023
335000.0,2.0,7,1210,1690,98006
395300.0,1.5,7,1120,1470,98007
510000.0,2.75,8,3020,3020,98019
203000.0,1.0,7,920,1660,98032
248000.0,1.0,6,700,1250,98155
265000.0,2.25,8,2540,2140,98023
1000000.0,1.5,8,2100,1930,98103
1000000.0,1.0,7,1540,1540,98125
241400.0,2.0,7,1420,1550,98010
309950.0,1.75,7,1450,1340,98058
294010.0,1.75,6,830,1100,98106
345000.0,2.25,8,1920,1950,98074
625000.0,2.25,8,1920,1950,98074
660000.0,2.5,8,2510,2550,98075
559000.0,2.0,8,1660,1670,98053
866000.0,3.25,9,3990,3920,98053
770000.0,2.0,8,1810,2170,98112
259950.0,1.5,7,1350,1900,98030
352000.0,2.75,7,1710,2240,98030
2466350.0,4.75,10,4560,4010,98112
395000.0,2.0,7,1590,1320,98034
276500.0,1.75,6,1400,1120,98168
530000.0,2.25,8,1880,2520,98024
798000.0,3.25,10,3500,3500,98008
380000.0,2.0,8,1370,1380,98034
350000.0,2.5,8,2810,2640,98022
325000.0,2.5,8,2220,1980,98031
336000.0,2.5,8,2110,2110,98042
286900.0,2.25,7,1440,1990,98042
472000.0,2.25,8,1330,1780,98052
263000.0,1.75,7,1410,1560,98038
565000.0,3.0,7,1110,1730,98126
765000.0,2.5,10,2700,2840,98006
1517000.0,2.25,8,2610,2970,98075
405000.0,2.0,7,830,1610,98034
1098000.0,3.5,11,4570,4700,98075
555000.0,3.0,10,2640,2820,98092
305000.0,2.5,8,1610,1610,98055
289950.0,2.25,7,1390,1740,98198
487500.0,3.5,7,2380,2110,98019
96500.0,1.0,6,840,840,98023
185000.0,1.0,6,840,840,98023
150550.0,1.0,7,1470,1230,98168
339000.0,2.0,6,1970,1060,98106
675000.0,1.75,8,1280,2210,98125
615000.0,1.75,7,960,1660,98144
837500.0,2.5,8,2700,2120,98033
250000.0,1.0,5,950,1690,98028
583000.0,2.5,8,1790,1800,98074
499000.0,2.5,8,1610,1540,98115
550000.0,2.5,8,2290,1600,98146
400000.0,2.5,7,2170,1760,98022
990400.0,2.5,9,2100,1820,98004
600000.0,2.5,8,2320,2200,98075
325000.0,1.0,6,1120,1340,98155
265000.0,2.5,7,1530,1360,98038
1620500.0,2.5,9,1770,3640,98105
347500.0,1.5,7,1180,1710,98155
629000.0,2.0,7,1470,1560,98103
1087500.0,2.0,9,2360,3030,98040
397500.0,2.5,8,2570,2150,98038
